Date,total,SoO,BerS,Hudson,Baffin,Green,Barents,Kara,Laptev,EastS,Chuck,BeaS,Canada,Central
24/10/2012,77.38158673,14.44444444,15.64285714,16.53623188,29.10471204,53.51355207,14.76666667,15.13239875,30.61415497,34.75002324,18.68341014,36.77978142,38.26092212,128.9527922
25/10/2012,76.70534262,14.5,14.47826087,16.2327044,30.72928177,50.21702915,14.11111111,15.54519369,32.54374626,36.13954741,19.46061815,36.12987707,39.68331053,127.7058244
26/10/2012,76.85434767,13.66666667,13.77419355,16.73809524,31.0782967,49.44060677,15.31578947,15.83025325,34.72247271,38.07061051,18.96570645,35.40303983,41.57240321,127.1611588
27/10/2012,76.51723043,13.66666667,14.22580645,15.55248619,32.35684062,50.31693472,15.21052632,15.79987723,37.03635294,37.97124967,18.81852159,35.19346473,43.52375297,126.5281873
28/10/2012,75.95841108,14.4,14.38095238,16.25714286,35.9359375,50.23920736,15.52631579,15.72103004,39.24172729,37.20965101,18.80150659,33.98638951,45.08027211,125.9938729
29/10/2012,74.60058586,13.83333333,14.75675676,15.51269036,34.85855728,48.82253521,15.64705882,15.95251018,40.66100105,37.49481381,19.52136752,32.34311406,45.76861001,124.285142
30/10/2012,73.42632769,14.6875,14.56896552,15.00619195,31.68077388,48.15018921,15,16.56428859,41.68264733,38.89255988,20.80629461,31.07147541,46.44675662,122.378523
31/10/2012,72.74254199,14.81818182,14.71794872,15.69491525,26.410947,49.05159705,15.33333333,17.54891511,42.96238318,40.13448159,21.50592776,32.09571162,46.97087379,121.1770611
01/11/2012,73.02597856,14.43478261,14.50393701,16.18614719,28.81596244,49.48421863,15.06896552,18.18557071,43.04941315,42.2605598,23.69541485,35.51626422,46.90290038,120.5601229
02/11/2012,72.59993383,13.73333333,14.98666667,15.79867987,27.20206363,46.69712016,14.35849057,19.10572532,43.2120714,44.48795385,24.83794565,36.01210428,46.68376068,120.4983466
03/11/2012,71.79505877,14,14.98550725,15.486618,25.62205323,46.33282598,14.77192982,19.90993996,44.94485423,44.99117672,25.71029707,36.00537541,46.50862203,120.0243306
04/11/2012,71.49553117,16,14.64086687,15.0819398,24.48101266,44.70787071,14.78205128,21.57709581,47.51732587,46.14312378,28.095062,36.30797159,45.87919567,119.220882
05/11/2012,71.51054686,15.5,14.81773399,15.97413793,22.55079272,44.6475228,14.8220339,22.65074627,50.13191043,49.29532536,30.06804425,37.32902856,44.69807721,118.2604415
06/11/2012,71.19115759,15.33333333,14.81625442,15.78907721,22.11912226,46.32658103,15.12307692,22.58174905,49.93527697,51.04453304,32.85566575,39.16507112,45.63727049,116.0236146
07/11/2012,70.68974218,15.76470588,15.81495327,15.53892216,21.84681666,47.50145631,15.67521368,22.54656489,47.89556258,51.92528199,35.27119701,41.51881027,46.09242762,114.3798812
08/11/2012,70.44012727,15,15.76274165,15.38257576,21.6272215,48.38809524,15.65625,22.29781421,45.55621092,52.61809855,36.85963438,43.13478665,47.6060174,113.4922381
09/11/2012,69.2877376,15.66666667,15.74951456,15.84174625,21.13396947,49.68649556,15.875,21.09650419,41.94506407,53.05902307,39.45380942,42.9431566,48.86121809,111.9235554
10/11/2012,67.42514618,15.875,15.86811024,15.77777778,21.93841532,49.94845606,15.50847458,20.54679803,40.05463966,53.71519417,38.29613993,41.3068305,49.58662439,108.8575644
11/11/2012,65.74151728,15.9,15.61214165,15.82764654,22.23174259,49.01455869,15.63565891,20.76329555,40.198501,54.9448919,37.92799369,41.76178195,48.98712143,104.6927215
